,Soilcolor,Ph,Potassium,Phosphorus,Nitrogen,Zinc,Sulphur,Humidity-W,Humidity-Sp,Humidity-Su,Humidity-Au,Air_Temperature_MAX-W,Air_Temperature_MAX-Sp,Air_Temperature_MAX-Su,Air_Temperature_MAX-Au,Air_Temperature_MIN-W,Air_Temperature_MIN-Sp,Air_Temperature_MIN-Su,Air_Temperature_MIN-Au,Precipitation-W,Precipitation-Sp,Precipitation-Su,Precipitation-Au,Wind_Direction_10m_above_ground,Soil_Moisture_in_top_layer,Cloud_cover_percentage_or_amount,Range_of_wind_speed_at_2m_above_ground,Atmospheric_pressure,Crop
1954,brown,5.0,472.0,3.0,0.196,1.4,19.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1955,brown,5.6,166.0,4.0,0.1405,1.1,12.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1956,black,6.8,290.0,1.0,0.0616,1.1,5.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1957,dark brown,8.46,118.0,1.36,0.13,0.41,23.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1958,red,4.8,524.0,5.0,0.213,1.3,25.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1959,brown,6.45,288.0,4.16,0.07,1.25,8.82,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1960,dark brown,6.69,93.0,7.99,0.11,1.51,7.06,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1961,black,5.3,138.0,6.0,0.1471,1.9,17.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1962,red,5.2,508.0,11.0,0.205,1.6,16.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1963,red,5.3,434.0,5.0,0.196,1.5,17.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1964,black,5.0,121.0,4.0,0.1512,2.5,17.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1965,black,5.9,236.0,3.0,0.1649,1.3,11.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1966,red,4.8,281.0,5.0,0.1645,1.6,16.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1967,black,6.6,427.0,25.0,0.0648,1.2,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1968,red,4.8,458.0,6.0,0.1785,1.4,16.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1969,red,5.84,191.0,2.33,0.1394745,0.71,11.8,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1970,black,6.0,228.0,2.0,0.127,1.2,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1971,black,6.6,598.0,11.0,0.108,1.5,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1972,black,6.6,455.0,18.0,0.1045,3.2,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1973,brown,6.1,676.0,32.0,0.239,2.9,8.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1974,red,5.31,243.0,4.33,0.0879285,0.93,16.7,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1975,black,5.6,300.0,6.0,0.1074,0.9,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1976,red,5.38,501.0,3.89,0.083578,2.2,17.2,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1977,black,5.4,458.0,6.0,0.184,2.2,13.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1978,black,6.0,267.0,14.0,0.1162,1.1,4.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1979,brown,5.6,345.0,2.0,0.168,1.0,13.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1980,dark brown,5.9,91.0,2.1,0.12,0.99,7.61,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1981,black,5.4,234.0,6.0,0.1177,1.3,12.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1982,red,5.79,262.0,4.58,0.16,1.54,14.8,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1983,black,5.8,310.0,4.0,0.0986,1.2,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1984,black,6.5,320.0,2.0,0.125,2.8,7.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1985,dark gray,6.0,188.0,1.83,0.11,0.83,6.58,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1986,reddish brown,5.42,183.0,1.79,0.22,1.79,13.1,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1987,brown,6.7,342.0,3.0,0.122,2.7,5.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1988,black,6.0,261.0,4.0,0.1023,1.0,8.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1989,brown,8.2,467.0,7.0,0.1307,1.4,11.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1990,brown,5.8,268.0,9.0,0.1019,1.6,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1991,black,6.5,377.0,8.0,0.109,1.8,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1992,black,6.6,218.0,3.0,0.1028,1.0,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1993,black,6.24,191.0,10.0,0.12,1.74,12.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1994,red,6.08,472.0,7.08,0.17,2.71,11.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1995,red,5.7,783.0,10.0,0.1976,2.9,11.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1996,black,5.9,365.0,2.0,0.187,1.9,9.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
1997,black,6.12,338.0,23.5,0.09,3.27,13.8,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1998,black,5.3,149.0,3.0,0.2578,1.7,18.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
1999,red,5.2,730.0,13.0,0.25,2.6,19.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2000,black,5.6,271.0,5.0,0.1149,1.2,10.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2001,dark brown,8.08,304.0,4.78,0.19,2.18,10.2,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2002,black,6.4,487.0,16.0,0.1804,1.6,8.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2003,brown,7.2,631.0,58.0,0.143,3.6,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2004,red,5.16,84.0,4.85,0.1,0.71,19.3,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2005,red,5.2,405.0,2.0,0.162,2.1,28.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2006,black,5.9,295.0,7.0,0.1143,1.1,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2007,red,5.3,474.0,4.0,0.163,1.8,16.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2008,red,5.68,495.0,18.3,0.2,3.5,11.8,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2009,dark brown,8.28,289.0,3.42,0.15,1.7,17.5,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2010,black,5.5,275.0,5.0,0.1039,1.3,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2011,dark gray,6.39,190.0,2.1,0.11,1.23,6.28,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2012,red,5.62,387.0,3.54,0.2,1.22,14.4,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2013,black,5.0,245.0,5.0,0.242,2.2,19.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2014,black,6.9,368.0,2.0,0.1469,1.6,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2015,black,6.9,373.0,46.0,0.2341,3.6,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2016,black,4.8,171.0,4.0,0.284,2.4,23.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2017,black,6.8,215.0,3.81,0.08,0.88,6.44,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2018,brown,6.0,456.0,14.0,0.184,2.0,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2019,black,6.2,336.0,4.0,0.1025,0.9,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2020,red,5.6,405.0,2.0,0.1672,1.1,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2021,black,5.8,298.0,3.0,0.225,1.3,13.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2022,black,5.2,152.0,2.0,0.1369,1.3,17.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2023,black,6.45,275.0,7.04,0.11,1.86,8.76,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2024,black,5.4,146.0,4.0,0.241,1.5,15.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2025,red,5.7,167.0,2.0,0.202,1.4,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2026,black,7.4,278.0,2.0,0.1071,2.0,5.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2027,red,6.3,256.0,2.0,0.1261,1.3,6.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2028,red,5.7,190.0,0.65,0.16,1.48,10.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2029,dark gray,5.59,191.0,5.88,0.1,1.07,7.45,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2030,dark gray,6.88,130.0,10.0,0.12,1.32,5.67,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2031,brown,5.8,594.0,61.0,0.1919,3.7,8.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2032,black,6.2,351.0,3.0,0.1411,1.3,8.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2033,black,8.32,328.0,6.32,0.2,1.94,26.6,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2034,reddish brown,5.49,557.0,3.86,0.2,2.03,16.3,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2035,dark gray,5.85,140.0,1.86,0.09,2.04,7.99,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2036,dark gray,6.57,172.0,3.3,0.11,1.07,6.18,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2037,dark gray,5.51,210.0,2.41,0.12,0.86,7.09,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2038,black,6.4,347.0,5.0,0.1763,1.2,11.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2039,black,5.8,262.0,3.0,0.168,1.3,12.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2040,black,5.8,261.0,4.0,0.1645,1.4,7.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2041,black,6.96,315.0,6.4,0.11,1.58,8.57,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2042,black,6.3,311.0,5.0,0.1308,0.8,5.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2043,black,6.7,367.0,12.0,0.168,1.4,5.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2044,reddish brown,5.42,271.0,2.97,0.22,2.44,15.8,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2045,red,5.1,301.0,2.0,0.2586,2.1,16.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2046,black,6.32,220.0,9.58,0.16,2.16,11.8,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2047,brown,6.08,122.0,1.09,0.16,1.39,9.16,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Teff
2048,black,5.8,251.0,4.0,0.1655,0.8,8.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
2049,dark gray,5.21,274.0,6.07,0.1,0.91,8.06,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Teff
